S-reflector time-depth,S-reflector amplitude,S-reflector frequency,Gouge Thickness,Basement Thickness,Basement Proportion,S Distance from seafloor,Water Thickness,Water Proportion,Sediment Thickness,Sediment Proportion,Below Velocity - Mantle (m/s),Above Velocity - Basement (m/s)
-9765.48,200.56,22.1,21.82,294.67,0.030174656,2791.9,6973.58,0.714105195,2475.41,0.253485748,7653.074008,6655.92278
-9765.48,200.56,22.1,21.82,294.67,0.030174656,2791.9,6973.58,0.714105195,2475.41,0.253485748,7653.597087,6656.91546
-9761.16,-61.19,21.28,22.8,303.57,0.031099787,2785.92,6975.24,0.714591299,2459.55,0.251973126,7589.873236,6563.192498
-9761.16,-61.19,21.28,22.8,303.57,0.031099787,2785.92,6975.24,0.714591299,2459.55,0.251973126,7650.214634,6661.732571
-9753.24,3.73,26.24,25.08,313.15,0.032107279,2780.97,6972.27,0.71486706,2442.74,0.250454208,7573.813593,6545.854132
-9753.24,3.73,26.24,25.08,313.15,0.032107279,2780.97,6972.27,0.71486706,2442.74,0.250454208,7559.43042,6527.529388
-9748.48,4.73,17.2,25.99,317.4,0.032558922,2773.85,6974.63,0.715458205,2430.46,0.249316817,7494.206567,6456.307325
-9748.48,4.73,17.2,25.99,317.4,0.032558922,2773.85,6974.63,0.715458205,2430.46,0.249316817,7474.018251,6436.154062
-9741.31,631.26,27.22,28.4,331.52,0.034032384,2768.63,6972.68,0.715784633,2408.71,0.247267565,7448.019411,6412.022972
-9741.31,631.26,27.22,28.4,331.52,0.034032384,2768.63,6972.68,0.715784633,2408.71,0.247267565,7479.674232,6443.728159
-9735.54,588.47,27.88,27.7,339.51,0.034873258,2761.74,6973.8,0.716323902,2394.53,0.245957595,7445.227159,6411.797586
-9735.54,588.47,27.88,27.7,339.51,0.034873258,2761.74,6973.8,0.716323902,2394.53,0.245957595,7443.604851,6410.204372
-9727.87,594.52,29.36,26.62,337.92,0.034737306,2755.84,6972.03,0.716706741,2391.3,0.245819486,7462.925152,6437.251109
-9727.87,594.52,29.36,26.62,337.92,0.034737306,2755.84,6972.03,0.716706741,2391.3,0.245819486,7458.056827,6431.706006
-9724.6,541.4,32.12,29.76,365.11,0.037544989,2749.25,6975.35,0.717289143,2354.38,0.242105588,7336.856314,6319.740869
-9724.6,541.4,32.12,29.76,365.11,0.037544989,2749.25,6975.35,0.717289143,2354.38,0.242105588,7342.695148,6324.865244
-9714.78,160.63,28.87,29.46,360.79,0.037138257,2744.22,6970.56,0.717521138,2353.97,0.242308112,7361.043099,6349.676979
-9714.78,160.63,28.87,29.46,360.79,0.037138257,2744.22,6970.56,0.717521138,2353.97,0.242308112,7383.612358,6372.327959
-9706.13,632.6,27.94,29.68,364.12,0.037514437,2734.69,6971.44,0.718251249,2340.89,0.241176452,7337.981785,6338.11971
-9706.13,632.6,27.94,29.68,364.12,0.037514437,2734.69,6971.44,0.718251249,2340.89,0.241176452,7230.849089,6247.324045
-9702.55,646.52,20.52,33.48,368.89,0.038019902,2727.04,6975.51,0.718935744,2324.67,0.239593715,7283.969872,6300.338783
-9702.55,646.52,20.52,33.48,368.89,0.038019902,2727.04,6975.51,0.718935744,2324.67,0.239593715,7350.563692,6365.929743
-9698.75,-1.29,3.87,38.55,373.85,0.038546204,2723.53,6975.22,0.719187524,2311.13,0.238291532,7347.909797,6383.115361
-9698.75,-1.29,3.87,38.55,373.85,0.038546204,2723.53,6975.22,0.719187524,2311.13,0.238291532,7337.115835,6370.845684
-9686.53,0,1.94,44.8,386.87,0.039938967,2718.1,6968.43,0.719393839,2286.43,0.236042215,7239.180552,6289.242327
-9686.53,0,1.94,44.8,386.87,0.039938967,2718.1,6968.43,0.719393839,2286.43,0.236042215,7192.444877,6248.935108
-9678.84,160.14,22.83,41.85,389.75,0.040268255,2706.88,6971.96,0.720330122,2275.28,0.235077757,7188.466184,6259.834338
-9678.84,160.14,22.83,41.85,389.75,0.040268255,2706.88,6971.96,0.720330122,2275.28,0.235077757,7182.860471,6255.009626
-9670.69,1231.98,22.42,41.25,406.43,0.042026991,2699.36,6971.33,0.720872037,2251.68,0.232835506,7204.738647,6292.799367
-9670.69,1231.98,22.42,41.25,406.43,0.042026991,2699.36,6971.33,0.720872037,2251.68,0.232835506,7196.04707,6284.311841
-9662.46,1295.95,18.95,50.13,414.21,0.042867965,2691.21,6971.25,0.72147776,2226.87,0.230466155,7257.488479,6381.616381
-9662.46,1295.95,18.95,50.13,414.21,0.042867965,2691.21,6971.25,0.72147776,2226.87,0.230466155,7257.156905,6381.232186
-9650.74,877.09,23.17,46.68,422.46,0.043774882,2682.54,6968.2,0.722037896,2213.4,0.229350288,7236.828551,6385.501467
-9650.74,877.09,23.17,46.68,422.46,0.043774882,2682.54,6968.2,0.722037896,2213.4,0.229350288,7139.843572,6271.941375
-9641.74,1627.98,19.8,46.53,441.93,0.045835088,2671.28,6970.46,0.722946273,2182.82,0.226392747,7146.147195,6301.217714
-9641.74,1627.98,19.8,46.53,441.93,0.045835088,2671.28,6970.46,0.722946273,2182.82,0.226392747,7110.978489,6263.984472
-9629.67,1170.57,13.37,45.83,453.19,0.047061841,2661.66,6968.01,0.723598005,2162.64,0.224580905,7072.838265,6245.110785
-9629.67,1170.57,13.37,45.83,453.19,0.047061841,2661.66,6968.01,0.723598005,2162.64,0.224580905,7083.881438,6256.099701
-9620.85,642.51,12.73,44.66,478.9,0.049777307,2650.3,6970.55,0.72452538,2126.74,0.221055312,7090.22393,6285.688412
-9620.85,642.51,12.73,44.66,478.9,0.049777307,2650.3,6970.55,0.72452538,2126.74,0.221055312,7091.741213,6287.510669
-9611.16,-31.18,20.44,38.21,492.91,0.051285173,2641.41,6969.75,0.725172612,2110.29,0.219566629,7099.824089,6324.035148
-9611.16,-31.18,20.44,38.21,492.91,0.051285173,2641.41,6969.75,0.725172612,2110.29,0.219566629,7057.120673,6268.677034
-9598.11,293.38,20.01,31.72,519.81,0.054157537,2631.37,6966.74,0.725844984,2079.84,0.216692661,7058.98601,6293.598679
-9598.11,293.38,20.01,31.72,519.81,0.054157537,2631.37,6966.74,0.725844984,2079.84,0.216692661,7052.134627,6284.179915
-9590.32,1257.13,14.28,29.02,511.98,0.05338508,2619.41,6970.91,0.726869385,2078.41,0.216719567,7062.946594,6327.222127
-9590.32,1257.13,14.28,29.02,511.98,0.05338508,2619.41,6970.91,0.726869385,2078.41,0.216719567,6999.295201,6236.314279
-9580.03,600.94,9.51,35.21,500.4,0.052233657,2611.12,6968.91,0.727441355,2075.51,0.216649635,7033.414593,6310.447036
-9580.03,600.94,9.51,35.21,500.4,0.052233657,2611.12,6968.91,0.727441355,2075.51,0.216649635,7030.287811,6305.306201
-9575.14,637.17,12.08,36.08,490.41,0.051217006,2601.28,6973.86,0.728329821,2074.79,0.216685082,7022.046885,6322.324214
-9575.14,637.17,12.08,36.08,490.41,0.051217006,2601.28,6973.86,0.728329821,2074.79,0.216685082,7029.065369,6335.777065
-9577.37,10.65,6.83,41.23,494.9,0.051673894,2597.3,6980.07,0.72880864,2061.17,0.215212527,7011.039222,6336.823223
-9577.37,10.65,6.83,41.23,494.9,0.051673894,2597.3,6980.07,0.72880864,2061.17,0.215212527,6991.82788,6297.60662
-9581.58,-52.89,13.12,52.88,501.49,0.052338967,2599.54,6982.04,0.728694015,2045.17,0.213448095,6987.098346,6326.843333
-9581.58,-52.89,13.12,52.88,501.49,0.052338967,2599.54,6982.04,0.728694015,2045.17,0.213448095,6974.074853,6297.999161
-9560.68,-622.28,20.9,51.31,502.22,0.052529736,2598.29,6962.39,0.728231674,2044.76,0.213871817,6957.315134,6302.351018
-9560.68,-622.28,20.9,51.31,502.22,0.052529736,2598.29,6962.39,0.728231674,2044.76,0.213871817,6942.795268,6268.669194
-9550.56,-2.73,22.43,40.43,507.95,0.053185363,2580.8,6969.76,0.729775008,2032.42,0.212806369,6921.846673,6261.694979
-9550.56,-2.73,22.43,40.43,507.95,0.053185363,2580.8,6969.76,0.729775008,2032.42,0.212806369,6917.607936,6251.659858
-9540.32,38.52,20.52,32.18,510.75,0.05353594,2570.67,6969.65,0.730546774,2027.74,0.212544233,6911.525838,6286.235795
-9540.32,38.52,20.52,32.18,510.75,0.05353594,2570.67,6969.65,0.730546774,2027.74,0.212544233,6913.806394,6292.421863
-9535.82,-34.39,24.87,22.86,520.31,0.05456374,2562,6973.82,0.731328821,2018.83,0.211710162,6902.169722,6319.02964
-9535.82,-34.39,24.87,22.86,520.31,0.05456374,2562,6973.82,0.731328821,2018.83,0.211710162,6902.606128,6320.338944
-9534.71,-240.12,22.87,38.49,539.33,0.056564909,2558.5,6976.21,0.731664623,1980.68,0.207733638,6878.373265,6315.34248
-9534.71,-240.12,22.87,38.49,539.33,0.056564909,2558.5,6976.21,0.731664623,1980.68,0.207733638,6875.066734,6305.910524
-9532.05,10.17,21.6,45.47,546.77,0.057361218,2557.17,6974.88,0.731729271,1964.93,0.206139288,6853.373362,6308.977144
-9532.05,10.17,21.6,45.47,546.77,0.057361218,2557.17,6974.88,0.731729271,1964.93,0.206139288,6840.838784,6274.14042
-9537.92,526.21,12.23,50.96,563.75,0.059106178,2556.42,6981.5,0.731973009,1941.71,0.203577929,6824.199131,6294.720395
-9537.92,526.21,12.23,50.96,563.75,0.059106178,2556.42,6981.5,0.731973009,1941.71,0.203577929,6820.030017,6283.501577
-9524.69,1221.6,16.36,42.65,580.47,0.060943716,2558.17,6966.52,0.731416981,1935.05,0.203161468,6793.196026,6275.686511
-9524.69,1221.6,16.36,42.65,580.47,0.060943716,2558.17,6966.52,0.731416981,1935.05,0.203161468,6782.696646,6248.608765
-9515.82,1164.15,18.37,23.5,589.77,0.061977843,2546.39,6969.43,0.732404564,1933.12,0.203148021,6773.063771,6284.998414
-9515.82,1164.15,18.37,23.5,589.77,0.061977843,2546.39,6969.43,0.732404564,1933.12,0.203148021,6765.40982,6267.342922
-9512.29,1805.17,15.89,25.87,602.92,0.063383265,2539.06,6973.23,0.733075842,1910.27,0.200821253,6737.52131,6256.507489
-9512.29,1805.17,15.89,25.87,602.92,0.063383265,2539.06,6973.23,0.733075842,1910.27,0.200821253,6742.340307,6266.641237
-9504.91,1233.86,16.44,24.99,612.88,0.064480358,2534.78,6970.13,0.733318885,1896.91,0.19957159,6722.800092,6269.525621
-9504.91,1233.86,16.44,24.99,612.88,0.064480358,2534.78,6970.13,0.733318885,1896.91,0.19957159,6715.76751,6256.537965
-9495.55,540.58,13.66,21.68,625.66,0.065889812,2528.16,6967.39,0.733753179,1880.82,0.198073835,6680.563577,6227.500333
-9495.55,540.58,13.66,21.68,625.66,0.065889812,2528.16,6967.39,0.733753179,1880.82,0.198073835,6680.751842,6227.766814
-9496.48,-531.69,23.03,20.29,641.33,0.067533444,2521.03,6975.45,0.734530057,1859.41,0.195799917,6659.245602,6220.099022
-9496.48,-531.69,23.03,20.29,641.33,0.067533444,2521.03,6975.45,0.734530057,1859.41,0.195799917,6640.111561,6190.03578
-9498.77,-170.89,16.54,17.23,673.03,0.070854437,2521.5,6977.27,0.734544578,1831.24,0.192787066,6627.44804,6192.232853
-9498.77,-170.89,16.54,17.23,673.03,0.070854437,2521.5,6977.27,0.734544578,1831.24,0.192787066,6625.666544,6189.781693
-9497.49,485.04,18.61,18.63,705.91,0.074325953,2523.08,6974.41,0.734342442,1798.54,0.189370034,6612.100718,6183.117422
-9497.49,485.04,18.61,18.63,705.91,0.074325953,2523.08,6974.41,0.734342442,1798.54,0.189370034,6598.471038,6167.220098
-9494.59,585.69,15.2,18.8,736.27,0.077546266,2521.59,6973,0.734418232,1766.52,0.186055427,6584.482735,6155.455513
-9494.59,585.69,15.2,18.8,736.27,0.077546266,2521.59,6973,0.734418232,1766.52,0.186055427,6583.312338,6154.26812
-9486.73,1038.12,19.69,14.86,755.33,0.079619637,2517.38,6969.35,0.734641968,1747.19,0.184171996,6566.788235,6136.400341
-9486.73,1038.12,19.69,14.86,755.33,0.079619637,2517.38,6969.35,0.734641968,1747.19,0.184171996,6594.53233,6157.732237
-9483.85,1180.93,16.85,28.39,771.44,0.081342493,2511.3,6972.55,0.735202476,1711.47,0.180461521,6582.663497,6134.739797
-9483.85,1180.93,16.85,28.39,771.44,0.081342493,2511.3,6972.55,0.735202476,1711.47,0.180461521,6576.83109,6131.1098
-9481.19,750.4,10.54,14.1,801.58,0.08454424,2508.72,6972.47,0.735400303,1693.04,0.178568302,6568.927217,6111.614483
-9481.19,750.4,10.54,14.1,801.58,0.08454424,2508.72,6972.47,0.735400303,1693.04,0.178568302,6578.820343,6116.932903
-9478.4,963.13,9.8,21.5,825.04,0.087044227,2506.49,6971.91,0.735557689,1659.95,0.175129769,6613.447198,6113.162397
-9478.4,963.13,9.8,21.5,825.04,0.087044227,2506.49,6971.91,0.735557689,1659.95,0.175129769,6598.9382,6106.897715
-9473.78,609.36,4.76,26.67,811.63,0.085671189,2503.51,6970.27,0.735743283,1665.21,0.175770389,6615.202483,6092.093213
-9473.78,609.36,4.76,26.67,811.63,0.085671189,2503.51,6970.27,0.735743283,1665.21,0.175770389,6531.067489,6055.151813
-9469.56,598.41,10.53,30.14,796.45,0.084106337,2499.15,6970.41,0.736085943,1672.56,0.176624891,6604.671123,6065.775774
-9469.56,598.41,10.53,30.14,796.45,0.084106337,2499.15,6970.41,0.736085943,1672.56,0.176624891,6599.652748,6063.77479
-9464.75,605.15,22.32,28.36,784.42,0.082878047,2494.96,6969.79,0.736394516,1682.18,0.177731055,6571.139218,6032.889159
-9464.75,605.15,22.32,28.36,784.42,0.082878047,2494.96,6969.79,0.736394516,1682.18,0.177731055,6429.459005,5976.371406
-9460.99,185.04,27.25,33.36,780.79,0.082527304,2490.65,6970.34,0.736745309,1676.5,0.177201329,6508.431828,5992.380165
-9460.99,185.04,27.25,33.36,780.79,0.082527304,2490.65,6970.34,0.736745309,1676.5,0.177201329,6510.701155,5993.225692
-9458.78,-171.5,24.48,36.08,789.1,0.083425135,2487.29,6971.49,0.737039026,1662.11,0.175721393,6606.675749,6010.629938
-9458.78,-171.5,24.48,36.08,789.1,0.083425135,2487.29,6971.49,0.737039026,1662.11,0.175721393,6609.910051,6011.758961
-9457.4,246.93,25,39.3,793.71,0.083924757,2485.41,6971.99,0.737199442,1652.4,0.174720325,6547.786757,5976.32029
-9457.4,246.93,25,39.3,793.71,0.083924757,2485.41,6971.99,0.737199442,1652.4,0.174720325,6541.60335,5974.216497
-9456.25,2.26,6.5,42.47,805.05,0.085134171,2484.28,6971.97,0.73728698,1636.76,0.17308764,6550.501582,5963.636864
-9456.25,2.26,6.5,42.47,805.05,0.085134171,2484.28,6971.97,0.73728698,1636.76,0.17308764,6514.753977,5951.495213
-9455.4,0,10.33,42.71,826.29,0.087388159,2483.21,6972.19,0.737376526,1614.21,0.17071832,6471.42163,5925.020429
-9455.4,0,10.33,42.71,826.29,0.087388159,2483.21,6972.19,0.737376526,1614.21,0.17071832,6443.052392,5915.357577
-9454.82,-41.09,15.72,38.4,850.01,0.089902293,2482.06,6972.76,0.737482046,1593.65,0.16855424,6464.816469,5910.435335
-9454.82,-41.09,15.72,38.4,850.01,0.089902293,2482.06,6972.76,0.737482046,1593.65,0.16855424,6445.534253,5903.770159
-9454.02,642.53,17.25,32.46,871.42,0.092174546,2481.38,6972.64,0.737531759,1577.5,0.166860235,6438.817746,5890.323935
-9454.02,642.53,17.25,32.46,871.42,0.092174546,2481.38,6972.64,0.737531759,1577.5,0.166860235,6445.833464,5892.677063
-9452.28,583.34,13.56,28.29,894.14,0.094595166,2480.54,6971.74,0.737572311,1558.11,0.164839594,6381.984334,5858.60657
-9452.28,583.34,13.56,28.29,894.14,0.094595166,2480.54,6971.74,0.737572311,1558.11,0.164839594,6388.60638,5860.825224
-9461.1,1187.22,13.03,29.91,922.95,0.097552082,2480.83,6980.27,0.737786304,1527.97,0.161500248,6414.505069,5859.261991
-9461.1,1187.22,13.03,29.91,922.95,0.097552082,2480.83,6980.27,0.737786304,1527.97,0.161500248,6431.969845,5865.220537
-9463.29,1187.52,15.4,35.83,950.02,0.100390033,2488.41,6974.88,0.737045996,1502.56,0.158777761,6417.145242,5849.390494
-9463.29,1187.52,15.4,35.83,950.02,0.100390033,2488.41,6974.88,0.737045996,1502.56,0.158777761,6416.020595,5849.01952
-9468.49,-7.4,18.99,36.52,975.17,0.102991079,2491.85,6976.64,0.736827097,1480.16,0.156324821,6437.5625,5850.359608
-9468.49,-7.4,18.99,36.52,975.17,0.102991079,2491.85,6976.64,0.736827097,1480.16,0.156324821,6456.561339,5857.537414
-9473.3,-404.33,19.21,32.31,996.66,0.105207267,2497.08,6976.22,0.736408643,1468.11,0.154973452,6470.209419,5857.640041
-9473.3,-404.33,19.21,32.31,996.66,0.105207267,2497.08,6976.22,0.736408643,1468.11,0.154973452,6457.565262,5852.669766
-9476.11,608.41,15.51,28.53,1003.38,0.105885221,2501.71,6974.4,0.73599821,1469.8,0.15510584,6518.420701,5878.183678
-9476.11,608.41,15.51,28.53,1003.38,0.105885221,2501.71,6974.4,0.73599821,1469.8,0.15510584,6508.007983,5873.803756
-9486.95,1285.09,13.98,27.91,1014.86,0.106974317,2506.27,6980.68,0.735819204,1463.5,0.154264542,6573.972932,5906.955188
-9486.95,1285.09,13.98,27.91,1014.86,0.106974317,2506.27,6980.68,0.735819204,1463.5,0.154264542,6618.999543,5928.833573
-9490.44,1243.79,15.16,30.19,1025.46,0.108051892,2515.43,6975.01,0.734951172,1459.78,0.15381584,6533.044052,5897.330324
-9490.44,1243.79,15.16,30.19,1025.46,0.108051892,2515.43,6975.01,0.734951172,1459.78,0.15381584,6618.720239,5938.280246
-9493.38,596.99,12.86,26.16,1038.82,0.109425726,2519.16,6974.22,0.734640349,1454.18,0.15317832,6621.272406,5951.99805
-9493.38,596.99,12.86,26.16,1038.82,0.109425726,2519.16,6974.22,0.734640349,1454.18,0.15317832,6620.455704,5951.634434
-9497.44,646.78,19.02,34.94,1052.93,0.110864612,2522.57,6974.87,0.734394742,1434.7,0.15106176,6823.27317,6067.594967
-9497.44,646.78,19.02,34.94,1052.93,0.110864612,2522.57,6974.87,0.734394742,1434.7,0.15106176,6793.416437,6052.550036
-9501.38,-49.17,13.22,28.82,1070.75,0.112694156,2526.79,6974.59,0.734060736,1427.22,0.150211864,6843.675615,6094.779812
-9501.38,-49.17,13.22,28.82,1070.75,0.112694156,2526.79,6974.59,0.734060736,1427.22,0.150211864,6812.553371,6079.750675
-9499.18,8,8.47,36.62,1084.04,0.114119324,2529.97,6969.21,0.733664379,1409.31,0.148361227,6840.158852,6110.118619
-9499.18,8,8.47,36.62,1084.04,0.114119324,2529.97,6969.21,0.733664379,1409.31,0.148361227,6764.504658,6077.641726
-9499.18,8,8.47,36.62,1084.04,0.114119324,2529.97,6969.21,0.733664379,1409.31,0.148361227,6808.48577,6119.056063
-9478.05,0,23.01,40.33,1082.01,0.114159558,2523.6,6954.45,0.7337427,1401.26,0.147842647,6906.026824,6162.389567
-9478.05,0,23.01,40.33,1082.01,0.114159558,2523.6,6954.45,0.7337427,1401.26,0.147842647,6944.893513,6199.83637
-9463.44,-0.71,6.18,41.26,1075.97,0.113697556,2503.4,6960.04,0.735466173,1386.17,0.146476334,6855.64779,6161.1812
-9463.44,-0.71,6.18,41.26,1075.97,0.113697556,2503.4,6960.04,0.735466173,1386.17,0.146476334,6922.880599,6213.91915
-9452.81,-0.97,28.92,39.36,1073.63,0.113577867,2489.95,6962.86,0.736591553,1376.96,0.145666738,6906.361696,6206.560475
-9452.81,-0.97,28.92,39.36,1073.63,0.113577867,2489.95,6962.86,0.736591553,1376.96,0.145666738,6921.472315,6236.152096
-9432.71,504.75,17.71,31.64,1065.92,0.11300252,2477.43,6955.28,0.737357557,1379.87,0.146285638,6887.379273,6221.734663
-9432.71,504.75,17.71,31.64,1065.92,0.11300252,2477.43,6955.28,0.737357557,1379.87,0.146285638,6900.511515,6255.603254
-9428.24,1198.08,19.75,25.14,1074.23,0.11393749,2460.74,6967.5,0.73900325,1361.37,0.144392803,6908.302001,6258.712375
-9428.24,1198.08,19.75,25.14,1074.23,0.11393749,2460.74,6967.5,0.73900325,1361.37,0.144392803,6925.704191,6290.2318
-9417.56,884.73,18.61,26.14,1075.06,0.114154834,2455.09,6962.47,0.739307209,1353.89,0.143762291,7084.109983,6357.770121
-9417.56,884.73,18.61,26.14,1075.06,0.114154834,2455.09,6962.47,0.739307209,1353.89,0.143762291,7044.991865,6366.320791
-9409.65,645.34,19.62,28.48,1073.43,0.114077569,2444.92,6964.73,0.740168869,1343.01,0.142726881,7013.168668,6353.275749
-9409.65,645.34,19.62,28.48,1073.43,0.114077569,2444.92,6964.73,0.740168869,1343.01,0.142726881,7079.92898,6401.707826
-9402.72,698.36,21.88,27.07,1067.48,0.113528851,2437.22,6965.5,0.74079628,1342.67,0.142795914,7012.314425,6376.256386
-9402.72,698.36,21.88,27.07,1067.48,0.113528851,2437.22,6965.5,0.74079628,1342.67,0.142795914,7007.450678,6402.497515
-9389.77,571.71,17.19,27.65,1062.4,0.113144411,2428.92,6960.85,0.741322737,1338.87,0.142588157,6948.76489,6382.387745
-9389.77,571.71,17.19,27.65,1062.4,0.113144411,2428.92,6960.85,0.741322737,1338.87,0.142588157,6966.991353,6412.866074
-9376.2,616.4,17.63,28.42,1060.02,0.113054329,2415.96,6960.24,0.742330582,1327.52,0.141584011,6913.647288,6397.290564
-9376.2,616.4,17.63,28.42,1060.02,0.113054329,2415.96,6960.24,0.742330582,1327.52,0.141584011,6940.655622,6434.860283
-9366.08,1469.19,14.41,23.14,1052.09,0.112329811,2403.42,6962.66,0.743391045,1328.19,0.141808526,6955.262389,6438.821669
-9366.08,1469.19,14.41,23.14,1052.09,0.112329811,2403.42,6962.66,0.743391045,1328.19,0.141808526,6910.690996,6451.960684
-9359.99,2388.73,16.3,23.13,1045.52,0.111700974,2394.94,6965.05,0.744130069,1326.29,0.141697801,6915.733474,6453.356426
-9359.99,2388.73,16.3,23.13,1045.52,0.111700974,2394.94,6965.05,0.744130069,1326.29,0.141697801,6858.968739,6465.552399
-9353.4,1583.17,12.03,28.78,1044,0.111617166,2389.08,6964.32,0.744576304,1316.3,0.140729574,6879.79885,6472.202283
-9353.4,1583.17,12.03,28.78,1044,0.111617166,2389.08,6964.32,0.744576304,1316.3,0.140729574,6883.013351,6496.75622
-9348.08,1784.44,14.38,33.72,1036.42,0.110869826,2383.34,6964.74,0.745044972,1313.2,0.140478045,6885.201454,6497.514009
-9348.08,1784.44,14.38,33.72,1036.42,0.110869826,2383.34,6964.74,0.745044972,1313.2,0.140478045,6845.814725,6506.724154
-9335.1,2304.71,16.34,26.57,1013.95,0.10861694,2376.75,6958.35,0.745396407,1336.23,0.143140406,6835.538854,6502.105708
-9335.1,2304.71,16.34,26.57,1013.95,0.10861694,2376.75,6958.35,0.745396407,1336.23,0.143140406,6895.369575,6544.962779
-9331.32,2324.93,21.11,21.24,997.98,0.106949499,2365.75,6965.57,0.746472096,1346.53,0.144302199,6881.107833,6538.737714
-9331.32,2324.93,21.11,21.24,997.98,0.106949499,2365.75,6965.57,0.746472096,1346.53,0.144302199,6901.184142,6566.47957
-9330.07,2517.54,21.15,19.65,991.46,0.106265012,2362.71,6967.36,0.746763958,1351.6,0.144864937,6900.057965,6565.850554
-9330.07,2517.54,21.15,19.65,991.46,0.106265012,2362.71,6967.36,0.746763958,1351.6,0.144864937,6946.515343,6599.474748
-9329.37,2690.89,20.05,18.51,986.73,0.105765984,2362.05,6967.32,0.746815701,1356.81,0.145434258,6952.944684,6602.526064
-9329.37,2690.89,20.05,18.51,986.73,0.105765984,2362.05,6967.32,0.746815701,1356.81,0.145434258,7047.805317,6656.108472
-9327.5,4124.29,18.77,21.1,980.54,0.105123559,2361.55,6965.95,0.746818547,1359.91,0.145795765,7063.997226,6661.926261
-9327.5,4124.29,18.77,21.1,980.54,0.105123559,2361.55,6965.95,0.746818547,1359.91,0.145795765,7132.157707,6705.401939
-9321.17,5556.65,19.28,22.91,974.78,0.104577001,2358.56,6962.61,0.746967387,1360.87,0.145997766,7148.717502,6711.654426
-9321.17,5556.65,19.28,22.91,974.78,0.104577001,2358.56,6962.61,0.746967387,1360.87,0.145997766,7181.336197,6737.6909
-9313.47,6799.14,19.44,24.41,961.28,0.103213947,2351.68,6961.79,0.747496905,1365.99,0.146668213,7176.594358,6735.846187
-9313.47,6799.14,19.44,24.41,961.28,0.103213947,2351.68,6961.79,0.747496905,1365.99,0.146668213,7238.595467,6776.823837
-9305.88,6813.62,18.62,23.09,942.58,0.101288648,2343.8,6962.08,0.748137737,1378.13,0.148092389,7211.460449,6765.105936
-9305.88,6813.62,18.62,23.09,942.58,0.101288648,2343.8,6962.08,0.748137737,1378.13,0.148092389,7227.818991,6781.320756
-9297.36,6167.68,17.56,22.64,914.88,0.098402127,2336.2,6961.16,0.748724369,1398.68,0.150438404,7218.080089,6776.03891
-9297.36,6167.68,17.56,22.64,914.88,0.098402127,2336.2,6961.16,0.748724369,1398.68,0.150438404,7265.085777,6809.743503
-9290.12,5525.86,16.99,21.69,895.26,0.096366893,2328.26,6961.86,0.749383216,1411.31,0.151915153,7268.260968,6811.540479
-9290.12,5525.86,16.99,21.69,895.26,0.096366893,2328.26,6961.86,0.749383216,1411.31,0.151915153,7309.444496,6837.962176
-9284.25,4752.79,16.11,22.5,884.71,0.095291488,2321.64,6962.61,0.749937798,1414.43,0.152347255,7307.856926,6836.978377
-9284.25,4752.79,16.11,22.5,884.71,0.095291488,2321.64,6962.61,0.749937798,1414.43,0.152347255,7383.813682,6894.645764
-9277.74,4955.44,16.59,24.58,864.27,0.09315523,2315.8,6961.94,0.750391798,1426.95,0.15380362,7386.348056,6896.373801
-9277.74,4955.44,16.59,24.58,864.27,0.09315523,2315.8,6961.94,0.750391798,1426.95,0.15380362,7428.148866,6927.864561
-9271.05,4207.89,15.99,22.63,844.09,0.091045782,2309.39,6961.66,0.75090308,1442.67,0.155610206,7428.442268,6928.131998
-9271.05,4207.89,15.99,22.63,844.09,0.091045782,2309.39,6961.66,0.75090308,1442.67,0.155610206,7457.683599,6954.997586
-9260.16,3609.04,15.61,20.65,812.31,0.087720947,2301.87,6958.29,0.751422222,1468.91,0.158626849,7461.148423,6957.844286
-9260.16,3609.04,15.61,20.65,812.31,0.087720947,2301.87,6958.29,0.751422222,1468.91,0.158626849,7491.972518,6980.418166
-9250.88,4646.95,17.12,19.9,780.36,0.084355218,2291.81,6959.07,0.752260326,1491.55,0.16123331,7489.514853,6978.163836
-9250.88,4646.95,17.12,19.9,780.36,0.084355218,2291.81,6959.07,0.752260326,1491.55,0.16123331,7509.855429,6993.075054
-9241.73,5537.39,16.9,22.45,746.22,0.080744622,2282.47,6959.26,0.753025678,1513.8,0.163800501,7512.789543,6996.084841
-9241.73,5537.39,16.9,22.45,746.22,0.080744622,2282.47,6959.26,0.753025678,1513.8,0.163800501,7542.163064,7016.385407
-9228.91,5956.17,16.78,23.06,697.76,0.075605895,2272.36,6956.55,0.753778073,1551.54,0.168117362,7539.555422,7013.367516
-9228.91,5956.17,16.78,23.06,697.76,0.075605895,2272.36,6956.55,0.753778073,1551.54,0.168117362,7563.517215,7028.986056
-9217.01,6280.94,17.19,29.32,664.11,0.07205265,2259.38,6957.63,0.754868444,1565.95,0.16989783,7571.79275,7039.509747
-9217.01,6280.94,17.19,29.32,664.11,0.07205265,2259.38,6957.63,0.754868444,1565.95,0.16989783,7580.383239,7030.608585
-9208.13,7180.85,16.33,30.32,635.79,0.069046593,2248.14,6959.99,0.755852708,1582.03,0.171807957,7583.390498,7034.90986
-9208.13,7180.85,16.33,30.32,635.79,0.069046593,2248.14,6959.99,0.755852708,1582.03,0.171807957,7595.654491,7029.230238
